text,sarcastic
@kidcuisine98 Based confidence and believing in proper eye contact-pilled!,1
Replace Pelosi #Nancy,1
"oh sure, the mic'd up pitcher at the MLB all-star game can say “god dammit” but when my 13 year old softball player says it she gets a “language warning” 😂",1
@SrutisJay one of them smonks weed so it's super worth it /s,1
@Dancruz07 Sureeeeeee you do,1
"Bart is closed rn in Oakland so I can't go to work, I'm so upset....",1
Just redownloaded the @achievement app - let's see if it improves my exercise routine!,1
"Just signed up for Apple's Ping, told it I like 'classical' and it points me towards Lady Gaga. It takes a certain genius to be this crap.",1
i'm going to cut off contact with every single person i know and emerge in a few months o a year from now having lost the ability to physically speak but be able to play the meanest fucking accordion you've ever heard in your pathetic little life,1
It's funny that you guys thought sports mattered during a pandemic. I simply can not imagine caring about a winning streak rn.,1
"ah yes, of the course the summer rain pours when im on foot.",1
Keanu reeves is killing his role in ozark season 3,1
getting stopped by tesco security is the highlight of my day,1
Yay for being locked out of your own  house because you forgot your key,1
craving an ice pick lobotomy on this Friday afternoon,1
my favorite thing about my grandparents is that they're so afraid to talk about me being gay that our catch up phone calls are incredibly short 💘,1
My coworkers play this fun game where they try to describe bars in la crosse &amp; have me guess which one they're talking about,1
The fair-weather fans in all of these threads. Wake up call. Fleury is a human being. Surprise!,1
"@traves whoa! that's a little too crazy man, slow down",1
"Wow. Liam Neeson is coming across as a rational man,isn't he!!?",1
"No joke, air-fried Twisted Teas are THE BEST.",1
"I find it hilarious that ‘black and white' or ‘all or nothing' thinking is considered a cognitive distortion and is a symptom of several disorders, and yet it remains a pillar of American (and Western) culture.

It's almost like…. our culture is toxic 🤔",1
It would be nice if my body would let me sleep...,1
"@Mythical So worried about him. But if you're looking to save him, based on the topography I'd say it's somewhere on the east coast. Perhaps the Carolinas?",1
All the shade i have been hearing about Ben Platt being unbelievable as a teenager in the @DearEvanHansen movie  boggles me.  Does nobody have any memories of Grease???  Name 1 actor on that film who believably looked high school age!,1
Drum and bass is dangerous stuff don't you know.. #FabricReview 🙏🏻🙏🏻🙏🏻,1
the manliest thing I can think of is when the men from the World Cup passionately sing their national anthem,1
Love a good cry 👌🏻,1
Perfect way to end a 2+ hour @SunCountryAir deley: getting stuck on the tarmack at @mspairport waiting to go to a gate for almost an hour 🙄,1
"If your website still has a google plus share button, forgive me if I'm not tripping over myself to take your information as credible or current.",1
it's too bad i forgot how to play my clarinet so close to my recital,1
"but clinton's emails!
oh.
emm.
fucking.
gee.

clinton's god damnèd emails.

the humanity of it all.

🤮 https://t.co/cibY5Tn9s6",1
@goldfishbabe101 crispy all day every day over here ✌🏻,1
@adorinqdwt @dwtridesgnf Yes the racist is so cool!!!,1
Putting the toilet paper roll on so that it hangs under instead of over is a crime worthy of the death penalty,1
"Synthwave communities really love pessimism don't they haha
Any upbeat energy and people get upset at ya",1
@avsmph But how can we possibly deal with a human experience we haven't first relentlessly quantified???,1
"The Drew Barrymore Show is an absolute trainwreck. Like The Tony Danza Show, every two minutes is a clip for The Soup.",1
It's soooo great that I've taken pain medication and my back is still hurting 😩😩😩😩😩😩,1
Turned 25 today but woke up with $600 from the IRS in my bank account so quarter life crisis has been postponed,1
Only a a President as strong and decisive as @realDonaldTrump would force the FDA to OK a drug even before clinical trial results are in.  No need to wait for such silly formalities - people have been taking the drug for years and most are still alive and fine! #OkToTry #Gotrump https://t.co/IdxTJ7kucp,1
I reverse imaged searched a selfie and it under visually similar images it is exclusively asian woman my am I white passing narrative is quaking,1
also that jacket he wore yesterday i'm gonna rip my eyes out :/,1
"@kagune_kun despicable tweet, my liege",1
Lovely day to be stuck at the mall with a dead battery.,1
"So now that it's not getting banned, should I download TikTok?",1
"Horse dancing is my new favorite Olympic sport, I have no clue what's happening, but this is incredible",1
I just love when Twitter decides to reload the timeline seconds after you just opened it up and are in the middle of reading it.,1
somebody tell these birds to be quiet because they not listening to me,1
this bruh rly told me “Ur anger issues are my playground🥰”   so uhh hmu if u wana be friends bc i need new ones k thx(:,1
this just in: phobias CAN be chosen and you CAN get rid of them by just not being scared! 🥰 /s,1
every time i send my mom pictures of me and one of my friends doing fun things the first question she asks is if we're on a date what are you trying to tell me mother,1
"Are GoFundMe accounts a form of socialism?  I don't have enough money to pay my bills, so let me create an account an ask for money to help pay my bills. ??",1
not to alarm anyone but i just saw spider-man by uta,1
Tell the liverpool players to get some beers and just sit on the grass for the full 90 mins. Let leeds score as many goals as they want. #NoToEuropeanSuperLeague,1
Omg thank u for pointing out that I apologize too much 🙏,1
Imagine not liking football 🤣,1
@catboychika Aren't you happy I gave you less competition for ranking,1
"My dad just said to me, “Hey, you're kinda skinny, can you slip behind the fridge to look at something?” and it might be the nicest compliment I've ever gotten. So guys, go tell your girl you think she's kinda skinny🥰",1
"Someone in the pub just described the England team as ""a bunch of Marxists"". Makes you proud doesn't it?",1
"Yay - snow day, I can work from home - oh wait....",1
"the audacity of the neighbors to mow the lawn while i'm trying to sleep, at 6:30pm",1
"You're all sickos for being mean to Trump so much for the tolerant left 🙄

anyways George Floyd had it coming",1
Gosh sunderland twitter is a fun place to be tonight isn't it. One game. One game!!!,1
If only people would care as much about poverty and social equality the way they do jumping up and down for Team Remain or Team Leave.,1
i hate it here ❤️❤️❤️❤️❤️,1
"When you're feeling all in your feelings, but a certain BEST FRIEND is making you see reason, and maybe you'll be okay. So damn rude. 😤 @LadyDeadlight",1
Love it wen people try and stop my friends seeing me! Looooolll.,1
2 x sand eating toddlers for sale. No previous owners. DM for details x,1
"Day 2348 in lockdown. Never in my life did I think I would utter the words ""I've disinfected the chocolate"". #coronalockdownuk",1
@TheLunaCinema @seetickets absolutely no response from Luna Cinema and my completely factual review on See Tickets has been moderated and will not be published 🤔 great to see @seetickets looking out for their customers. Excellent customer service all round 👏,1
"So our landlord just brought in new sofas which is lovely but in the process broke a table, someone's cup and spilt tea on the carpet and left saying “you should probably clean that up” thanks Darren 🖕🏼",1
Thank you to @OrchardMead for organising pizza and ice cream! It was a lovely end of year gesture 😁💕 Happy holidays everyone - time to collect our time owed in lieu! 😅 #summerholidays https://t.co/324jzGSElj,1
Yes you can break all the rules for Christmas and risk serious fines and killing your loved ones with a deadly virus OR you could ✨stay at home✨,1
Entry level jobs that require 3 years prior experience 💕💕 ly 💕💕,1
Anyone else hear some like thunder or something?,1
why is the weather having a mid life crisis,1
"Roses are Red
Violets are Blue
My first love was Championship Manager
Tommy Svindal Larsen and Kennedy Bakircioglu 

#HappyValentinesDay",1
